Tag Counts:

Tag,Count
Untagged,66608
sv_P4,327
email,368
sv_P3,343
sv_P1,345
sv_P2,339
web,307
database,331
sv_P5,316
backup,327
monitoring,294

Port/Protocol Combination Counts:

Port,Protocol,Count
63428,udp,2
58111,tcp,1
44626,tcp,2
16055,tcp,1
33821,icmp,2
34101,icmp,1
57275,icmp,1
14683,udp,1
26806,udp,1
36224,udp,1
39411,udp,1
16642,udp,2
10976,tcp,1
48173,icmp,1
58666,udp,1
2570,icmp,2
52353,icmp,1
44975,udp,2
44967,icmp,1
13703,udp,1
30920,udp,1
54099,udp,1
37057,tcp,1
2241,tcp,1
57535,icmp,1
34213,tcp,1
9088,udp,1
30172,tcp,2
13596,tcp,1
41160,tcp,1
50782,tcp,1
31023,tcp,2
29318,icmp,1
14616,udp,1
42189,udp,1
24115,icmp,2
56134,tcp,1
26399,tcp,1
4106,udp,1
37296,tcp,1
43477,tcp,1
15568,tcp,1
9002,icmp,1
38465,udp,1
28988,udp,1
3421,icmp,1
63535,tcp,1
7771,icmp,1
52689,udp,1
134,udp,2
35584,tcp,1
36595,udp,1
44326,tcp,1
4844,icmp,1
31686,tcp,1
50975,icmp,1
23662,tcp,2
14359,udp,1
9811,tcp,1
49207,icmp,1
3008,tcp,1
30588,icmp,1
64662,icmp,1
35180,tcp,1
16623,udp,1
64717,tcp,1
52835,icmp,1
20158,udp,1
57729,udp,1
8817,icmp,2
59547,tcp,1
19336,tcp,2
2816,icmp,1
27024,tcp,1
62487,tcp,1
52461,udp,1
47261,udp,2
12590,icmp,1
56369,icmp,1
8313,icmp,1
664,icmp,1
45174,udp,1
59557,udp,1
65478,icmp,1
30743,icmp,2
33878,tcp,1
62855,icmp,1
25136,udp,1
50123,udp,1
19982,udp,1
62878,udp,3
9959,udp,1
15610,icmp,1
18540,tcp,1
59321,tcp,1
466,udp,1
51684,tcp,1
36420,udp,1
43917,udp,1
58469,tcp,1
1297,icmp,1
38806,icmp,1
20985,tcp,1
47604,icmp,1
41366,tcp,1
46783,tcp,1
51425,udp,1
52629,icmp,1
2206,udp,1
41950,tcp,1
61898,udp,1
62279,udp,1
49651,tcp,1
65237,udp,1
19028,tcp,1
28824,icmp,1
9801,tcp,1
56844,icmp,1
64334,udp,1
39065,udp,1
52372,tcp,1
11878,tcp,1
43357,udp,1
51183,udp,2
41670,udp,1
17341,tcp,1
21105,udp,1
22993,udp,1
2733,udp,1
29006,tcp,1
62591,icmp,1
9024,tcp,1
11640,tcp,1
54983,udp,1
38315,udp,1
56762,tcp,1
37620,icmp,1
26246,icmp,1
36813,tcp,1
19271,tcp,1
60648,udp,1
52446,icmp,1
1194,tcp,1
18068,udp,1
33865,udp,2
56372,tcp,1
65123,udp,1
21214,icmp,2
10176,udp,1
26798,tcp,2
18193,icmp,1
38303,tcp,1
7496,icmp,2
4340,udp,1
56605,icmp,1
18765,udp,2
33584,tcp,1
16555,udp,2
63938,icmp,1
61290,tcp,1
9924,udp,1
34583,icmp,1
15706,tcp,1
61202,udp,1
47306,icmp,1
6151,tcp,1
64993,icmp,2
10558,tcp,1
34219,icmp,1
28086,icmp,1
39469,icmp,2
35018,udp,1
26414,icmp,1
29739,tcp,1
63640,icmp,1
39425,udp,1
53574,icmp,2
61482,icmp,2
29884,tcp,1
64136,tcp,1
2775,udp,1
21710,tcp,1
46099,tcp,1
60537,icmp,1
18494,tcp,1
47599,udp,1
49366,tcp,1
49450,icmp,2
4846,udp,1
16040,udp,2
36920,udp,2
63193,icmp,1
55556,icmp,1
13637,tcp,2
47091,icmp,1
16294,udp,1
96,tcp,3
2114,icmp,1
13906,tcp,1
32114,tcp,3
37295,tcp,1
45290,udp,1
7998,tcp,1
41461,tcp,2
58340,udp,2
37444,udp,2
34985,tcp,1
44107,udp,1
4633,icmp,1
29242,udp,1
24632,udp,1
11875,udp,1
62760,udp,2
44120,udp,2
24988,udp,1
5006,tcp,1
36279,tcp,1
65309,udp,1
48249,tcp,1
49265,tcp,1
9195,udp,2
15809,udp,2
25159,udp,1
43320,icmp,1
37437,icmp,1
27831,udp,1
62763,icmp,1
21642,tcp,2
62628,udp,1
12171,tcp,1
6931,icmp,1
55909,tcp,2
55274,tcp,1
12596,udp,1
64282,udp,1
13439,udp,1
44144,icmp,1
49202,icmp,1
41817,udp,1
12818,tcp,1
15312,icmp,2
35474,tcp,1
54409,icmp,1
21654,udp,1
13892,tcp,1
18252,udp,2
56427,icmp,2
19463,tcp,1
8753,icmp,1
21298,icmp,1
18517,icmp,2
40215,tcp,1
20246,icmp,2
22663,icmp,1
9171,icmp,1
28447,icmp,2
33110,tcp,2
55775,udp,1
42917,tcp,1
52028,udp,1
39828,icmp,1
53839,tcp,1
60899,udp,1
35249,udp,2
33338,udp,1
16869,tcp,1
56469,icmp,1
23832,tcp,1
25516,icmp,1
34434,udp,1
11830,udp,1
26211,icmp,1
50761,tcp,1
59377,tcp,1
64512,udp,1
38180,tcp,2
821,tcp,2
15950,icmp,1
48818,tcp,1
50900,udp,1
59286,icmp,2
32574,icmp,1
54183,tcp,1
22715,icmp,1
2070,tcp,1
43598,udp,2
14741,udp,1
5364,icmp,1
20283,icmp,2
24118,udp,1
41640,udp,1
39894,tcp,2
9410,tcp,1
28711,tcp,1
21853,tcp,1
47093,tcp,1
39994,tcp,2
15476,udp,1
49826,icmp,1
51584,udp,1
56609,tcp,1
17607,icmp,1
36838,tcp,1
4199,udp,1
65452,tcp,1
61748,udp,2
1972,tcp,1
65154,udp,1
33371,tcp,1
21681,udp,1
63866,tcp,1
33503,tcp,2
42464,icmp,1
60513,tcp,1
3600,icmp,1
10988,udp,1
32520,tcp,1
62939,icmp,1
30146,udp,1
58883,udp,1
33005,icmp,1
44595,icmp,2
31634,udp,2
6220,icmp,2
54291,tcp,1
142,udp,2
14762,udp,1
43645,icmp,1
3143,icmp,1
4482,icmp,1
56856,tcp,1
52656,udp,1
7991,udp,2
28337,icmp,1
35598,udp,1
59971,icmp,1
52449,udp,1
20356,tcp,1
3708,icmp,1
32295,udp,2
21405,tcp,1
52744,udp,1
3204,tcp,1
51212,udp,1
49331,tcp,1
27899,tcp,1
63479,tcp,1
54849,udp,1
30932,tcp,1
62012,tcp,1
3739,tcp,1
27690,tcp,1
7672,icmp,1
40646,icmp,1
13253,icmp,2
13539,icmp,1
44634,icmp,2
37647,icmp,1
45179,udp,1
50750,icmp,1
43584,udp,1
50817,udp,1
45809,icmp,1
33158,udp,1
1728,tcp,1
8703,tcp,1
4217,tcp,1
31973,tcp,1
54638,icmp,1
43312,icmp,1
45836,icmp,2
39664,udp,1
20561,udp,1
48418,tcp,1
42526,udp,1
54817,tcp,1
40862,icmp,1
18931,icmp,1
30814,udp,1
54736,tcp,1
55907,tcp,1
2598,icmp,1
50877,tcp,1
9797,udp,2
33554,icmp,1
7815,icmp,2
12985,icmp,1
11856,udp,1
1406,udp,1
30908,udp,1
37409,udp,2
22000,icmp,1
13055,icmp,2
8891,tcp,1
7868,tcp,1
39611,udp,3
55599,icmp,2
37675,tcp,1
44621,tcp,1
56310,udp,1
56696,icmp,1
39119,udp,1
27091,tcp,1
63596,udp,1
25091,tcp,1
5686,udp,1
58730,icmp,2
59086,icmp,1
7060,icmp,1
23133,udp,1
5808,tcp,1
3273,udp,1
47449,tcp,2
40322,tcp,1
15586,icmp,1
62810,icmp,1
13916,tcp,1
51455,tcp,1
40768,tcp,2
4448,tcp,1
4459,udp,1
53625,icmp,1
15520,icmp,2
10051,tcp,2
29593,udp,2
62469,udp,1
14072,tcp,1
63420,tcp,1
24527,udp,1
47348,udp,1
49894,udp,2
10304,tcp,1
24657,tcp,1
11533,icmp,1
10089,icmp,2
40450,tcp,1
16168,tcp,1
48816,udp,1
6748,udp,1
44617,icmp,1
28516,udp,1
19615,tcp,1
40751,icmp,1
32443,icmp,1
63511,icmp,1
53050,tcp,1
25018,tcp,2
25867,tcp,1
56154,udp,1
9035,icmp,1
13183,tcp,1
48928,tcp,1
45145,icmp,1
64875,tcp,2
91,udp,2
57801,udp,1
36663,tcp,1
53223,tcp,2
54645,udp,1
12397,tcp,1
7375,icmp,1
55920,icmp,1
21737,tcp,1
19314,udp,1
14907,udp,1
38948,icmp,1
11015,udp,2
14634,udp,1
52012,tcp,1
55889,icmp,2
54179,icmp,1
26248,icmp,1
31892,icmp,1
13000,tcp,1
41058,tcp,1
18808,udp,1
50576,icmp,2
46593,udp,1
65282,tcp,2
49756,tcp,1
58403,icmp,2
54521,tcp,1
3157,udp,1
12892,icmp,1
50702,icmp,1
40455,tcp,1
40087,icmp,1
39928,icmp,3
40055,icmp,1
18461,icmp,2
34744,tcp,1
37243,udp,1
61550,tcp,1
25719,icmp,2
47760,udp,1
53306,tcp,1
59407,tcp,1
57534,icmp,1
39206,tcp,1
44017,tcp,1
22568,tcp,1
20943,icmp,1
45557,icmp,1
3470,udp,1
22057,icmp,2
41321,tcp,1
12545,tcp,1
42071,udp,1
47671,udp,1
44171,tcp,1
33409,icmp,1
27640,tcp,1
40634,udp,1
26590,udp,1
47212,icmp,1
4923,udp,1
20509,tcp,1
10030,icmp,2
1517,icmp,1
41580,icmp,1
34383,udp,1
40984,udp,1
42524,icmp,1
18969,icmp,1
15858,icmp,1
29542,udp,1
50108,tcp,1
49152,udp,1
39474,icmp,1
201,icmp,1
40216,icmp,1
13588,udp,1
23932,icmp,1
49641,icmp,1
39628,icmp,1
51494,tcp,1
46246,tcp,1
25101,tcp,1
37707,tcp,1
40949,tcp,1
38063,icmp,2
10062,tcp,1
12919,tcp,1
40740,tcp,1
8376,icmp,2
18320,icmp,1
3659,udp,1
10983,udp,1
52412,tcp,1
8061,icmp,3
51967,udp,1
5238,udp,1
6386,udp,1
46014,udp,2
61893,tcp,1
61635,tcp,1
62687,tcp,1
49218,icmp,1
26222,icmp,1
62562,icmp,1
22822,tcp,1
21643,udp,1
46403,tcp,1
53137,icmp,1
64021,tcp,2
38522,udp,1
46360,udp,1
51164,udp,2
6056,tcp,1
13747,udp,1
7040,udp,1
21026,icmp,1
40,tcp,1
37125,udp,2
32074,icmp,2
15583,udp,1
22797,udp,1
7071,tcp,1
57011,icmp,2
17959,tcp,1
24918,tcp,1
54925,tcp,2
57940,icmp,1
15329,udp,1
50106,tcp,1
33223,udp,1
15291,tcp,2
2983,udp,1
62508,udp,1
27067,tcp,2
11086,udp,1
44453,udp,1
43997,icmp,1
19588,udp,1
40775,udp,1
2787,udp,1
39915,tcp,1
23100,udp,1
37533,tcp,1
19358,icmp,1
50347,tcp,1
39659,tcp,1
23817,icmp,1
53389,udp,1
62078,udp,1
36460,udp,1
15456,tcp,2
53480,icmp,1
8285,icmp,1
38974,udp,1
63027,udp,1
4112,icmp,1
40051,tcp,1
32507,tcp,1
64908,tcp,1
51894,icmp,1
28559,tcp,1
51159,icmp,2
29480,udp,1
44353,icmp,2
18698,tcp,2
1363,udp,1
6015,udp,1
20929,tcp,1
27476,icmp,1
13481,tcp,1
6555,udp,1
16645,icmp,1
54849,icmp,1
13472,icmp,1
6961,icmp,1
49589,tcp,1
63487,udp,1
52556,tcp,1
62170,tcp,1
62469,tcp,1
18328,udp,1
60771,tcp,1
42604,icmp,1
57665,tcp,1
1835,udp,2
50655,udp,1
62279,tcp,1
13714,tcp,1
18243,tcp,2
58566,icmp,1
9306,icmp,1
41174,udp,1
35642,icmp,2
32554,icmp,1
52921,tcp,1
12899,icmp,2
37981,icmp,1
60079,tcp,2
11167,icmp,1
35873,icmp,1
18464,udp,1
31061,icmp,1
17958,udp,1
5625,tcp,1
21873,tcp,1
14572,icmp,1
62075,icmp,1
55562,icmp,1
5962,tcp,1
38406,udp,1
6304,udp,1
38443,icmp,1
18569,tcp,2
34407,tcp,2
57849,udp,2
33812,tcp,1
30907,udp,1
47809,icmp,1
21088,icmp,1
8417,udp,1
42881,tcp,1
6161,tcp,1
39986,udp,1
16799,icmp,1
58355,udp,1
9551,udp,1
59247,tcp,1
48260,udp,1
45574,udp,2
49850,udp,1
21189,icmp,1
48569,icmp,1
26612,udp,1
17976,icmp,1
21396,tcp,1
28228,tcp,1
50798,udp,1
45047,icmp,1
33645,udp,1
7899,icmp,1
37882,icmp,1
54402,udp,2
12913,icmp,1
45738,tcp,1
34371,udp,1
60871,icmp,1
40809,icmp,1
56853,tcp,1
5795,tcp,1
37899,udp,1
54454,udp,1
34497,tcp,1
46380,udp,1
20600,tcp,1
62397,icmp,1
47475,icmp,1
3990,udp,1
16748,tcp,2
43806,tcp,1
5023,icmp,1
35116,icmp,1
41359,icmp,3
42196,tcp,1
43342,udp,2
51762,tcp,1
15875,tcp,2
47659,udp,2
7667,icmp,1
51729,icmp,1
35358,udp,1
40389,tcp,1
25859,icmp,1
19445,icmp,1
60968,icmp,1
37070,udp,1
35090,udp,1
7279,icmp,1
57861,icmp,1
24257,tcp,2
1346,udp,1
26557,tcp,1
11368,tcp,1
60935,udp,2
25010,udp,1
57223,tcp,1
16678,udp,1
38971,udp,1
3142,udp,4
64224,icmp,2
17074,udp,1
40315,icmp,2
17193,tcp,1
33535,icmp,1
9464,tcp,1
38352,tcp,1
47096,udp,1
31979,icmp,2
23265,udp,1
141,icmp,1
11418,icmp,2
33311,icmp,1
27571,tcp,3
9135,tcp,1
63964,tcp,1
64485,icmp,2
8932,udp,1
54895,icmp,1
8563,tcp,1
33374,icmp,1
50655,icmp,1
57943,udp,1
6856,icmp,1
55314,tcp,2
8349,icmp,1
62545,icmp,1
34528,icmp,1
27385,icmp,1
20610,tcp,2
6009,icmp,1
34392,udp,1
32973,icmp,1
13174,icmp,1
13746,udp,1
62445,icmp,2
64018,tcp,1
40969,icmp,1
1647,icmp,1
4804,icmp,1
6965,udp,1
3973,icmp,1
43411,udp,1
36157,tcp,2
13014,udp,1
56640,udp,1
9270,icmp,1
8448,icmp,1
41749,tcp,1
4466,udp,1
56878,udp,1
41014,udp,1
53041,tcp,1
21368,udp,1
42023,tcp,1
51486,icmp,1
47390,tcp,1
63117,icmp,2
11164,icmp,2
18811,udp,1
26662,icmp,1
55443,icmp,1
39400,icmp,1
26098,udp,1
21010,icmp,2
51262,udp,1
46257,icmp,1
15577,icmp,1
60669,tcp,1
58277,udp,1
21194,udp,1
57129,tcp,1
57015,udp,1
27135,tcp,1
52782,udp,1
51604,icmp,1
12526,udp,1
7324,icmp,1
10154,tcp,1
22949,udp,1
42358,tcp,1
44038,udp,1
39753,udp,1
41286,udp,1
64268,tcp,1
25107,tcp,1
54784,tcp,1
23607,tcp,1
14867,tcp,1
21794,icmp,1
5610,udp,1
46351,tcp,1
19793,icmp,2
21120,icmp,1
19833,udp,1
3374,tcp,1
24034,udp,1
27167,tcp,1
63216,tcp,1
995,icmp,2
49927,tcp,1
12452,tcp,1
43542,udp,1
6176,udp,1
56979,tcp,1
42696,tcp,1
24431,udp,1
34618,icmp,1
121,tcp,1
24,tcp,1
24468,udp,1
15332,udp,1
51026,icmp,1
48270,icmp,1
40766,tcp,1
1446,tcp,1
7914,udp,1
59721,icmp,1
996,icmp,2
63601,udp,2
40671,tcp,1
58145,udp,1
60390,tcp,1
18191,udp,2
16118,icmp,1
17201,udp,1
48567,tcp,1
57687,tcp,1
29633,udp,1
39121,icmp,1
43112,udp,1
3116,tcp,2
36945,icmp,1
56161,udp,1
47613,tcp,1
22222,icmp,2
31662,icmp,2
6090,tcp,1
30244,tcp,1
4239,icmp,1
46145,icmp,2
15282,udp,2
61725,icmp,1
43488,icmp,1
25004,udp,1
17998,udp,1
1900,udp,1
22979,tcp,1
53008,tcp,1
22548,tcp,1
43725,udp,2
4686,udp,1
8445,icmp,1
31181,icmp,1
23199,udp,1
47309,tcp,1
50911,icmp,2
14593,udp,1
23022,icmp,2
38379,tcp,1
50330,tcp,1
58037,tcp,2
49596,icmp,1
61541,tcp,1
34870,tcp,1
62406,udp,1
3566,tcp,1
6142,udp,1
35712,tcp,1
57840,tcp,1
1365,icmp,2
35959,tcp,1
62187,udp,1
9061,icmp,2
375,icmp,2
12542,tcp,1
920,icmp,1
28045,icmp,2
25939,tcp,1
23740,udp,1
26592,udp,1
63229,icmp,1
63250,tcp,1
50828,tcp,1
46133,tcp,2
47161,udp,1
34093,icmp,1
8674,udp,2
48218,tcp,1
61483,tcp,1
11426,tcp,1
15434,udp,1
12702,tcp,1
35248,icmp,2
18227,tcp,1
24614,tcp,1
57775,tcp,1
40657,icmp,1
15446,icmp,2
3923,udp,2
43099,tcp,1
31580,udp,1
59931,icmp,1
53021,tcp,1
34735,tcp,1
32121,udp,1
13103,udp,1
50765,udp,1
41490,icmp,1
9184,icmp,1
5270,icmp,2
20205,tcp,1
63735,udp,1
50900,icmp,1
17162,tcp,1
40988,udp,1
37392,udp,1
17099,tcp,2
17493,icmp,1
14578,tcp,1
26824,udp,1
29528,udp,1
62790,tcp,1
50796,udp,1
46066,icmp,2
8305,tcp,1
17118,icmp,1
24003,udp,1
2494,udp,1
32911,tcp,1
7624,tcp,1
23412,icmp,1
33770,tcp,1
3136,tcp,1
28159,icmp,2
20850,icmp,2
41367,icmp,1
45747,icmp,1
14710,tcp,1
60265,udp,1
6743,udp,1
49252,icmp,1
64642,tcp,1
38241,udp,1
60938,icmp,1
49882,icmp,1
7302,udp,1
45766,tcp,2
26832,tcp,1
45362,icmp,1
3982,udp,1
45679,udp,1
11150,udp,1
11322,udp,1
64769,tcp,1
31143,udp,1
60196,udp,1
30560,icmp,1
27705,icmp,1
30451,icmp,1
60739,udp,1
15149,tcp,1
28816,icmp,1
51490,icmp,1
36085,icmp,1
43024,tcp,1
1537,tcp,1
28692,udp,1
24075,icmp,1
56067,icmp,1
54968,udp,1
25426,udp,1
62103,tcp,1
64893,tcp,1
52004,udp,1
18005,udp,1
589,udp,1
47326,icmp,1
36127,tcp,1
19546,udp,1
48182,icmp,1
62363,icmp,1
31320,icmp,1
23799,udp,1
2522,udp,1
21825,udp,1
39115,icmp,1
18504,icmp,1
45489,tcp,1
25624,udp,1
42585,udp,1
26115,udp,1
48197,tcp,1
16406,tcp,1
21101,tcp,1
64849,tcp,2
44920,icmp,2
34964,tcp,1
40453,icmp,1
12702,icmp,1
37816,icmp,1
41468,tcp,1
37528,icmp,1
64418,udp,1
49505,udp,1
22072,udp,2
55993,tcp,4
32978,icmp,1
40859,icmp,2
36329,tcp,1
4877,udp,1
414,icmp,1
17464,tcp,2
46248,udp,1
28755,udp,1
11490,udp,1
43334,tcp,1
41768,icmp,1
2781,icmp,1
51090,icmp,1
33730,tcp,1
24705,icmp,1
5525,tcp,2
9367,tcp,1
39853,udp,1
22754,udp,1
24770,tcp,1
21716,udp,1
61157,udp,1
40701,tcp,2
31648,udp,1
55022,udp,1
62016,udp,1
64530,icmp,1
3995,icmp,1
63585,icmp,1
63620,udp,1
50173,tcp,1
62853,udp,1
58129,udp,2
2905,icmp,1
12289,icmp,1
30118,tcp,1
25170,udp,1
14854,udp,1
54091,udp,1
50128,udp,1
62984,udp,1
58742,tcp,1
49528,tcp,1
64319,icmp,1
34510,icmp,1
26183,udp,1
31550,udp,1
56410,udp,1
28698,tcp,2
52408,icmp,1
51456,icmp,2
48349,tcp,1
10320,udp,1
23114,tcp,1
59181,tcp,1
34940,tcp,1
49307,tcp,1
61420,tcp,1
38331,udp,1
29518,udp,1
55544,icmp,1
3624,udp,1
7533,tcp,2
25913,udp,1
46949,icmp,1
58195,icmp,2
54517,udp,1
6114,tcp,1
20582,udp,1
20894,icmp,1
40642,tcp,1
13110,udp,2
30967,udp,1
39593,tcp,1
19221,tcp,1
48618,udp,2
12979,udp,1
54512,udp,1
56945,udp,1
236,udp,1
18570,udp,1
36630,udp,1
32379,icmp,1
27836,udp,2
13514,udp,1
26894,udp,1
31292,udp,2
4639,icmp,2
62302,icmp,1
46842,udp,1
25052,udp,1
19127,udp,1
31985,udp,2
47554,tcp,2
24051,icmp,1
42065,udp,1
48515,udp,1
49200,icmp,1
17178,tcp,1
23547,tcp,1
23488,udp,1
61338,udp,1
42178,tcp,1
62259,tcp,1
26640,udp,1
1126,tcp,1
9428,icmp,2
27742,tcp,1
20299,icmp,2
42417,icmp,1
18733,icmp,2
34429,tcp,1
50640,tcp,1
63399,icmp,2
49265,icmp,1
50987,udp,1
60055,udp,1
20226,tcp,1
7402,icmp,1
163,tcp,1
28461,udp,1
36841,udp,1
31124,icmp,1
20621,icmp,1
36028,udp,1
6321,tcp,1
64072,tcp,1
38092,tcp,1
1582,tcp,1
35163,icmp,2
17168,udp,1
22382,icmp,1
14468,tcp,1
28443,icmp,2
36032,udp,1
56667,tcp,1
58854,tcp,1
59201,icmp,1
12441,udp,1
41347,icmp,1
30224,tcp,2
55475,tcp,1
43702,tcp,2
32331,udp,1
6213,icmp,1
49856,icmp,1
7490,icmp,2
58234,icmp,2
47995,tcp,1
62640,icmp,1
46668,icmp,1
24061,udp,1
12109,tcp,1
45627,tcp,1
49156,udp,2
48768,icmp,1
20622,icmp,1
40405,tcp,1
1838,tcp,4
3333,icmp,1
58087,udp,3
28708,udp,1
37648,icmp,1
63919,icmp,1
4739,tcp,1
10907,udp,1
38294,tcp,1
27049,icmp,1
4010,tcp,1
34197,icmp,1
56975,icmp,2
65358,icmp,1
41512,udp,1
12973,udp,1
61100,tcp,1
44385,udp,1
26975,udp,1
52448,tcp,1
9362,udp,1
5360,icmp,1
61312,udp,1
20239,udp,1
10061,tcp,1
4652,udp,1
24536,icmp,1
57335,udp,1
8290,tcp,1
29824,udp,1
13997,tcp,1
41006,icmp,1
46817,udp,1
35931,icmp,1
13062,icmp,1
31397,udp,1
17843,udp,1
1032,udp,1
21058,icmp,1
8133,tcp,1
20825,icmp,1
65061,icmp,1
43543,tcp,3
47839,tcp,1
55845,udp,1
50129,tcp,2
62891,icmp,1
47217,udp,1
34782,icmp,1
2442,udp,1
42545,udp,1
9633,icmp,1
49061,icmp,1
6454,tcp,1
4529,tcp,1
19258,tcp,2
33933,tcp,1
11764,tcp,1
46960,icmp,1
32022,tcp,2
36995,udp,1
14212,icmp,1
24787,udp,1
9337,icmp,1
36369,tcp,1
22419,tcp,1
64931,udp,2
17117,icmp,1
9897,udp,1
31039,tcp,1
34300,tcp,1
650,tcp,1
16446,icmp,1
55347,udp,1
18344,udp,1
40397,icmp,1
29907,tcp,1
31528,icmp,1
2727,udp,1
34510,tcp,2
3589,icmp,1
57046,icmp,1
28319,icmp,1
11487,udp,1
52565,icmp,1
13792,icmp,1
43524,icmp,1
9601,icmp,1
46717,tcp,1
10513,tcp,1
29899,udp,1
59767,udp,1
60640,icmp,1
10144,icmp,2
2619,tcp,2
61109,udp,1
13335,tcp,1
31563,udp,1
60396,icmp,1
50424,tcp,2
19291,icmp,1
45470,tcp,1
34037,icmp,1
388,udp,1
25125,tcp,1
8189,icmp,1
64645,icmp,1
8862,icmp,2
54810,udp,2
36149,tcp,1
28258,icmp,1
42103,tcp,1
17750,icmp,1
38766,icmp,1
26800,udp,2
45594,icmp,1
48237,udp,2
57667,udp,1
45610,icmp,1
65291,udp,1
39826,udp,1
23699,tcp,1
53533,udp,1
34867,udp,1
60939,tcp,1
52087,tcp,1
16213,udp,1
51607,icmp,1
27866,icmp,1
50473,icmp,1
12276,tcp,1
43165,tcp,1
13084,icmp,1
34943,udp,1
62347,icmp,1
38350,udp,1
25823,tcp,1
11557,tcp,1
64201,udp,1
48017,icmp,1
22821,udp,1
60181,icmp,1
14316,tcp,1
14753,tcp,1
20676,icmp,1
608,udp,1
54434,udp,1
58905,icmp,1
61431,udp,1
43859,udp,1
47228,tcp,1
36591,icmp,1
22335,tcp,1
61585,icmp,1
38612,icmp,1
25252,tcp,1
1,icmp,1
55901,tcp,1
19935,icmp,2
6028,udp,1
55077,tcp,1
55246,udp,1
49314,udp,1
3776,udp,1
57473,udp,2
20047,tcp,1
29930,icmp,1
31889,udp,1
11694,udp,1
58782,icmp,1
14772,icmp,1
44690,tcp,1
8731,icmp,2
51830,udp,1
42174,tcp,1
19159,tcp,1
58270,udp,2
23759,icmp,1
19034,udp,1
55552,udp,1
45571,udp,1
35881,udp,1
29042,icmp,1
20635,icmp,1
2930,udp,1
28422,icmp,1
61786,udp,2
27391,icmp,1
42592,udp,1
43833,icmp,1
9912,udp,1
3088,icmp,1
36607,udp,1
18720,icmp,1
50856,icmp,2
61567,udp,1
30216,tcp,1
12814,tcp,1
48046,udp,1
33005,udp,1
20517,tcp,1
56030,tcp,1
28381,icmp,1
7892,tcp,1
4589,icmp,1
14643,udp,1
30517,icmp,1
23409,tcp,1
49670,tcp,1
17629,tcp,1
14658,icmp,1
33202,tcp,1
39729,udp,2
15096,tcp,1
15918,icmp,1
60580,tcp,1
65091,udp,1
35291,udp,2
53801,udp,1
59805,icmp,1
9218,udp,2
1826,tcp,1
17019,tcp,1
47976,udp,1
22365,udp,2
45941,udp,1
38567,icmp,1
19404,tcp,1
31407,icmp,1
39342,udp,1
16953,tcp,1
5323,tcp,1
15922,udp,1
22846,udp,1
27910,udp,1
20444,tcp,1
25564,icmp,1
22961,tcp,1
43272,icmp,2
58319,icmp,1
39781,tcp,2
61937,udp,1
58721,udp,1
36435,tcp,1
58819,icmp,1
36842,tcp,1
18337,icmp,1
56320,udp,1
5583,udp,1
51289,udp,1
48822,icmp,1
46215,udp,1
42415,udp,1
34655,icmp,1
46293,tcp,1
20085,udp,1
9104,icmp,1
1824,icmp,1
50203,tcp,1
28836,icmp,1
14905,icmp,1
29861,icmp,2
10146,udp,1
42112,icmp,1
48916,udp,1
59556,icmp,1
27853,tcp,1
11918,udp,1
49274,icmp,1
31791,icmp,1
65258,icmp,2
18947,tcp,1
38239,tcp,1
49469,tcp,1
38653,udp,1
17493,udp,3
15559,icmp,1
64504,tcp,1
40553,icmp,1
49183,tcp,2
42372,icmp,1
45087,tcp,1
7373,tcp,1
56504,icmp,2
56307,udp,1
33725,icmp,1
14284,tcp,1
58227,tcp,1
16250,udp,1
14141,udp,1
4585,udp,1
62890,icmp,1
18304,icmp,1
30344,icmp,1
25651,icmp,1
27701,tcp,2
3237,udp,1
62006,udp,1
1342,tcp,1
52156,icmp,2
9152,udp,1
33765,tcp,1
42776,tcp,3
26820,tcp,1
54756,tcp,2
12629,icmp,1
41437,tcp,1
7415,tcp,1
17545,tcp,1
50468,udp,1
34436,icmp,2
47290,icmp,1
27740,icmp,1
34802,udp,1
59088,tcp,1
31301,icmp,1
55317,tcp,1
1349,udp,2
41260,tcp,1
7390,icmp,1
9084,tcp,1
30277,tcp,1
20843,tcp,2
57558,icmp,1
9182,udp,1
21119,icmp,3
57410,icmp,2
15342,tcp,1
9037,icmp,1
35443,udp,1
49965,udp,2
39206,udp,1
12271,tcp,1
56022,udp,1
4567,icmp,2
41607,udp,1
18486,udp,1
41208,udp,1
2062,udp,1
34975,tcp,1
23327,icmp,1
47829,tcp,1
51704,udp,1
51845,udp,2
15589,udp,1
35125,icmp,1
13007,icmp,1
22528,tcp,2
26332,icmp,2
8470,tcp,1
38387,udp,2
65080,udp,1
29809,tcp,1
1069,tcp,1
35724,icmp,2
28513,udp,2
37284,udp,1
56182,udp,2
54144,tcp,1
44326,icmp,1
24942,icmp,1
44251,tcp,1
2171,icmp,1
45501,icmp,2
40669,udp,1
61220,tcp,1
5823,icmp,1
40171,icmp,1
64159,tcp,1
47515,udp,1
64712,tcp,1
55184,tcp,1
19255,icmp,1
49573,udp,2
29956,icmp,1
13660,tcp,1
39628,tcp,1
63652,tcp,1
39471,tcp,1
8284,tcp,2
51363,udp,1
51780,icmp,1
61225,tcp,1
40359,icmp,1
33507,icmp,1
45514,udp,1
37313,icmp,1
38051,udp,1
42132,icmp,1
15665,icmp,1
37888,tcp,1
27310,tcp,1
31813,icmp,1
57934,udp,3
57697,tcp,1
20948,icmp,1
64356,udp,1
