# data generated for lookup table

dstport,protocol,tag
11955,Udp,database
57935,iCMP,monitoring
27957,iCmP,database
2223,Icmp,sv_P4
64396,uDP,sv_P3
19494,UDp,email
46532,IcMP,sv_P5
37707,uDP,database
11433,iCmp,database
43252,IcMp,sv_P1
21588,uDp,email
5541,icMp,email
14266,udp,sv_P3
51742,icmP,sv_P4
21876,IcMP,email
10419,UdP,web
30196,UDP,sv_P5
24848,tCP,database
34337,iCMp,backup
33464,ICMp,sv_P4
39214,UdP,backup
364,udP,database
43760,Udp,sv_P4
43015,tcp,sv_P5
22809,iCMP,sv_P3
33881,TcP,web
36638,Icmp,email
26037,tCp,sv_P1
49121,udP,monitoring
8355,uDP,database
62973,uDP,sv_P5
2327,TCp,sv_P5
60810,UDp,email
56732,IcMp,sv_P2
23144,iCmp,sv_P4
15535,icmP,sv_P2
46995,Icmp,database
41690,udp,sv_P5
16605,iCMp,sv_P3
46338,UdP,sv_P4
51463,tcP,sv_P2
29656,udP,web
16936,icMP,sv_P1
64787,uDP,monitoring
28817,tCP,monitoring
18927,icMp,sv_P5
20518,icmP,sv_P3
5037,tcp,sv_P5
20075,iCMP,sv_P5
46723,uDp,sv_P3
39835,tcP,sv_P3
57570,uDP,web
49480,UDp,sv_P4
50186,Tcp,monitoring
37753,udp,sv_P1
42296,uDp,backup
24829,IcMP,database
3969,icmp,email
49844,icMP,sv_P5
9704,UDp,sv_P1
53279,TCp,web
25581,iCmp,sv_P1
30185,TCP,email
61059,uDp,monitoring
10190,udP,sv_P1
11007,UDP,sv_P4
51275,udP,sv_P5
8470,iCMP,database
14096,udp,sv_P5
64006,TcP,monitoring
46020,UDP,web
10892,udp,sv_P4
17277,TcP,email
48095,TCP,web
20739,Udp,sv_P5
33208,Udp,monitoring
26644,icMp,web
22820,UdP,database
54512,ICmp,monitoring
64035,TCP,sv_P1
25686,tcp,database
42452,IcMP,sv_P2
34134,IcMp,sv_P3
60331,UdP,backup
25590,iCmp,email
46069,icMP,sv_P1
7542,icMP,sv_P1
17051,iCMp,monitoring
55792,TCP,backup
1731,udP,email
1644,Icmp,sv_P2
36789,Tcp,backup
44474,TcP,database
25914,Tcp,backup
39310,Tcp,sv_P3
8798,udp,sv_P5
51277,udP,monitoring
22134,TcP,database
5969,IcMp,monitoring
58143,icMp,sv_P5
24793,icmp,sv_P5
1896,UDP,backup
13870,Tcp,sv_P5
20525,ICMP,web
20537,icMP,sv_P4
44077,iCMP,sv_P1
53987,iCMp,sv_P1
59902,iCMP,monitoring
54985,IcMP,web
12566,uDp,sv_P5
60509,tcP,sv_P5
34539,ICmp,web
4924,tcp,database
42967,iCMp,email
48154,icmp,database
11597,tcp,web
24510,UDp,sv_P3
38759,iCmP,email
2049,UDP,database
24212,tcP,web
61734,ICmP,email
55187,TcP,database
63052,Tcp,sv_P4
24796,tCP,sv_P4
41804,Tcp,sv_P5
22365,IcmP,sv_P2
54594,uDP,email
43044,Tcp,sv_P5
13513,uDP,sv_P4
39774,TcP,email
26183,TCp,sv_P2
65237,ICMP,sv_P1
25305,Udp,web
64275,icMP,sv_P4
33951,TcP,sv_P2
28609,Icmp,database
44488,UDp,sv_P3
62528,UdP,web
13739,UDp,sv_P3
18175,IcMp,web
53540,TcP,email
11934,tcp,sv_P2
14851,TCP,web
12965,icmp,sv_P4
54680,iCmp,database
874,tCP,database
142,tcp,sv_P5
1597,Tcp,monitoring
55359,tCp,email
50787,UdP,sv_P2
28294,uDP,database
9054,udP,email
7517,tCP,monitoring
51655,ICmp,web
58647,icMp,backup
37948,udp,sv_P3
35931,IcMp,backup
17182,IcMp,web
2233,UDp,sv_P4
38328,iCmp,sv_P2
15680,tcp,email
52494,iCMP,sv_P2
17869,ICmp,backup
7655,Tcp,email
36190,tCP,database
44955,tcP,sv_P3
1897,uDP,sv_P3
40041,UDP,sv_P3
59434,TcP,web
57931,tcP,backup
22882,uDP,sv_P3
26046,TCP,backup
36721,UDp,web
16559,icmp,monitoring
44741,uDP,sv_P3
1900,uDp,monitoring
20292,tCp,sv_P2
48663,tCp,database
25339,Icmp,monitoring
60879,iCMp,sv_P3
17754,tCp,sv_P2
16012,Tcp,sv_P3
44199,UdP,database
16055,TCP,database
10329,TcP,sv_P2
23382,iCmP,web
34959,udp,sv_P2
16360,tCp,sv_P1
52834,udp,email
1943,UDp,backup
8825,ICmP,sv_P1
53225,iCMp,monitoring
26338,tCP,backup
54462,uDP,email
15288,ICMp,backup
52509,TcP,sv_P4
13967,icMp,sv_P1
48389,TcP,backup
25764,ICMp,sv_P4
61916,iCmP,web
8293,TCP,sv_P5
10521,tcP,sv_P3
55513,tcP,email
7771,Tcp,sv_P5
3134,ICmP,monitoring
57963,TCp,sv_P5
42998,Tcp,database
61656,Udp,monitoring
3994,TCp,sv_P4
16378,udP,web
57776,ICmP,sv_P3
42942,tCp,sv_P5
15324,UdP,sv_P5
21243,udp,sv_P5
29338,UDp,sv_P4
30672,TcP,sv_P3
37895,ICMP,sv_P5
11963,ICMp,backup
22656,UDP,email
37485,Tcp,sv_P4
64237,Udp,monitoring
26293,UDp,database
43151,ICMp,sv_P3
44836,UdP,web
20269,uDp,web
4809,Tcp,database
17460,TCp,sv_P4
60928,icMP,monitoring
54679,IcMP,sv_P2
34475,UDp,sv_P3
6914,iCmP,database
20021,Udp,web
12449,iCMp,sv_P2
39570,Tcp,email
60366,udP,sv_P3
60424,UdP,sv_P3
50406,UDp,web
60418,ICmP,web
51619,tcp,sv_P1
51948,Udp,sv_P2
48519,iCMp,sv_P3
65346,uDP,web
41124,iCmp,monitoring
8013,udp,monitoring
12442,uDP,monitoring
43602,UdP,sv_P4
56329,tcp,email
50397,TCp,email
12320,UdP,sv_P4
53459,TCP,sv_P1
19226,IcMP,monitoring
12324,TCP,email
28398,uDp,sv_P3
16650,TCP,backup
20817,iCmP,sv_P1
28827,iCmp,sv_P1
7651,Udp,backup
37954,iCmp,backup
2650,tCp,monitoring
20289,udp,web
52260,iCmP,monitoring
38460,udp,sv_P3
19333,IcMP,sv_P5
51999,tCP,sv_P4
44557,iCMp,sv_P5
48441,Tcp,sv_P2
28673,tcP,sv_P4
7143,TCP,backup
57515,TCp,backup
63603,TCP,email
31301,UDp,sv_P1
20901,tCp,sv_P4
7984,udp,web
10663,uDP,backup
9450,ICmp,sv_P1
45299,icmP,sv_P4
27658,TCP,monitoring
19318,iCMP,database
6555,ICMP,sv_P5
46950,UDP,monitoring
5744,tcP,monitoring
56531,IcMp,monitoring
31932,tCp,sv_P5
29311,iCmp,sv_P4
13426,tCP,monitoring
356,UDp,sv_P4
31787,iCMP,monitoring
60949,Tcp,sv_P5
4547,tcP,backup
40936,uDP,email
5125,tcP,sv_P5
27367,iCmP,sv_P4
59321,TcP,sv_P2
41726,icMp,sv_P5
35398,Tcp,sv_P2
59996,udP,email
512,iCMp,sv_P3
63042,udP,sv_P4
1536,iCmP,email
40961,iCMp,monitoring
14158,tCp,sv_P3
59626,UDp,database
21237,ICmp,sv_P2
43526,icMp,sv_P4
16687,TCP,web
21296,TCP,sv_P3
26283,Tcp,backup
54288,tcp,sv_P4
22693,TCp,web
23667,tCP,monitoring
55366,icMP,backup
47543,uDP,database
31212,IcmP,sv_P2
36713,UDp,database
40469,TCp,database
40306,tCp,backup
55447,udP,web
47713,icmp,sv_P3
57562,Icmp,sv_P2
25239,tcp,database
62601,iCMP,backup
31560,UDp,sv_P2
17767,UdP,email
15453,iCMp,backup
19439,UdP,sv_P3
31880,TCP,sv_P2
17863,uDp,sv_P5
23143,UDp,sv_P2
25786,udP,web
35670,UdP,database
6393,ICMp,sv_P3
23789,UDp,sv_P3
54129,udp,monitoring
47034,udp,monitoring
9855,TcP,sv_P2
63069,UDP,monitoring
29742,tCP,email
53618,udP,sv_P1
25875,uDP,backup
2578,TCP,web
62705,UdP,sv_P5
52686,iCmp,sv_P2
5347,UdP,monitoring
41515,IcMp,sv_P2
3454,IcmP,sv_P3
37738,uDP,monitoring
28613,UdP,backup
17292,tCP,sv_P4
2688,IcMp,web
24837,uDp,sv_P5
23562,iCMP,database
40927,TcP,monitoring
16772,icmp,sv_P1
26083,tCp,sv_P5
18994,UDp,monitoring
17087,ICMp,sv_P4
16176,TCp,backup
54281,IcMP,sv_P4
39497,tcp,sv_P3
35323,tcp,database
39804,TCp,email
37918,tCp,sv_P1
46224,TCp,sv_P5
39143,UdP,database
2676,iCMp,sv_P3
47557,IcmP,monitoring
21660,Udp,web
48922,Udp,email
40169,tcP,sv_P3
39083,udp,backup
12598,tCp,backup
33421,UDp,email
32027,TCp,sv_P4
62589,UdP,sv_P5
23323,ICMP,backup
21863,Icmp,backup
3766,Icmp,monitoring
52725,UdP,sv_P4
17015,TCp,web
42455,ICMP,web
65172,tCp,monitoring
42092,TCp,sv_P1
38454,tCp,monitoring
50886,TCP,sv_P4
40372,UDp,backup
17624,IcMp,backup
7805,tcP,web
21793,icmp,email
47706,uDp,sv_P1
23925,tCP,monitoring
30098,iCMP,web
61454,uDP,sv_P3
58579,Tcp,backup
11245,Tcp,database
12587,ICmP,sv_P3
40328,uDp,sv_P4
24950,TCP,sv_P5
19767,Udp,sv_P2
15357,UdP,web
29522,UDP,monitoring
34329,icmp,monitoring
62953,iCmp,sv_P4
15079,tcp,sv_P2
1619,tcp,database
16321,icMP,email
26454,tcP,database
11233,udp,database
63181,ICMp,sv_P1
38951,Icmp,sv_P4
42962,tCp,database
30375,tcP,sv_P1
9984,Udp,sv_P1
43087,IcMp,sv_P3
31381,tCp,sv_P5
25898,uDp,email
44379,Tcp,email
17220,tcp,backup
40945,udP,monitoring
21013,IcmP,sv_P1
38241,icmp,monitoring
36786,tcp,sv_P2
46206,iCMp,web
24163,UDp,sv_P1
19365,icmP,backup
59261,tcp,database
47563,Udp,monitoring
63174,tcp,sv_P1
1438,icMP,backup
1004,IcMP,sv_P3
3474,ICMp,sv_P4
58011,IcMp,monitoring
57987,IcMp,sv_P4
60535,uDP,database
61279,tCP,database
13992,tcp,sv_P2
14677,Icmp,web
41767,Udp,sv_P3
9639,UdP,database
24814,ICmp,sv_P2
4006,TCP,database
203,ICMp,sv_P5
18357,ICmp,sv_P2
29316,TCP,backup
559,TCP,sv_P4
31008,IcMP,sv_P4
48641,iCMp,email
53320,TCP,backup
11654,tcP,email
14644,ICmp,email
6815,UDp,sv_P1
34396,udP,sv_P2
43026,tCp,sv_P1
572,udP,sv_P5
37996,Udp,backup
25381,Tcp,database
30423,uDP,backup
52023,ICmP,sv_P2
38081,tcp,sv_P1
50885,UDp,backup
6535,TCp,backup
31931,Icmp,monitoring
6468,uDP,web
41065,TCP,sv_P3
15601,tCP,sv_P1
32515,UDp,sv_P5
55157,TCp,sv_P4
58470,uDP,sv_P5
10061,udp,sv_P1
21482,iCmp,sv_P1
29859,tCP,email
25919,iCmP,email
41294,tCp,web
58475,UdP,sv_P2
55617,TCP,web
18408,uDP,web
38657,tCP,sv_P1
59927,ICMP,monitoring
61982,UDp,sv_P3
42189,UDp,database
15352,icMP,web
33490,tcp,email
28581,tCP,sv_P3
16730,IcMp,sv_P3
20699,Tcp,sv_P3
57802,tcp,backup
65372,udP,sv_P4
30338,IcMP,backup
12045,uDP,sv_P4
56608,Udp,sv_P3
32191,TCp,database
36009,ICMP,web
31918,icmP,monitoring
24385,iCMP,backup
32673,uDP,sv_P2
3448,TCP,sv_P5
42232,Icmp,web
47065,Udp,sv_P1
31556,ICmP,sv_P5
12081,udP,backup
58089,IcMp,database
46504,icMp,sv_P1
63263,icmp,sv_P1
45510,tCp,web
10151,Udp,sv_P5
63125,ICMP,web
32571,tcP,sv_P3
7028,TCp,backup
54720,icmP,database
12248,uDp,email
10973,UDP,sv_P2
16700,udP,sv_P2
51436,ICMp,backup
8697,uDp,sv_P2
797,udP,sv_P1
11099,TcP,monitoring
40295,tCP,sv_P3
27451,TcP,monitoring
64576,TCP,sv_P4
57274,UDp,sv_P5
36614,icmp,web
57129,Tcp,sv_P2
3560,uDP,sv_P1
61646,UdP,sv_P2
57176,uDP,sv_P4
1995,udp,database
61140,UDp,email
26317,uDp,sv_P2
40028,TcP,database
41482,IcMp,sv_P4
31129,iCMp,sv_P3
46384,TcP,email
18242,ICMp,email
44781,UdP,email
2413,tCp,sv_P3
46732,Udp,monitoring
12781,ICmP,monitoring
42727,IcmP,monitoring
7660,tcp,sv_P4
39053,UDP,sv_P4
62108,tCp,sv_P3
64936,TCp,sv_P2
60468,tcP,email
1809,UDp,database
43798,Udp,sv_P1
59801,Udp,email
29673,tCP,web
39869,TCP,sv_P1
56805,UDp,sv_P4
56037,UdP,database
64639,icMp,sv_P1
41422,udp,monitoring
50306,TcP,web
34145,UDp,web
40293,tcp,sv_P2
44481,ICmP,sv_P4
59357,TCP,web
7375,tcp,sv_P1
32568,Icmp,web
8283,TcP,sv_P4
31192,UDP,sv_P5
39878,UDP,sv_P5
48538,tcp,sv_P3
57783,UDp,sv_P2
904,Udp,sv_P4
34014,icmP,sv_P5
45082,ICmp,email
1900,Udp,sv_P4
25050,IcMP,sv_P4
47634,iCMp,database
58472,TCp,sv_P2
31627,tCp,email
32100,TcP,database
58527,tCP,database
37222,TCP,sv_P4
8667,iCMP,sv_P2
35809,iCmP,database
51619,TCp,monitoring
39064,icMp,sv_P1
6595,uDP,sv_P3
20287,ICMp,web
24358,UDp,sv_P3
38489,TCp,sv_P5
11858,UDp,sv_P3
27419,tCp,sv_P5
28654,uDP,backup
17862,udp,email
54938,udp,monitoring
28498,Udp,backup
32679,UDP,sv_P4
1661,Tcp,web
4128,IcMP,email
58499,tcP,sv_P2
32646,UdP,web
20916,TCP,sv_P1
2424,uDP,monitoring
55191,tcP,sv_P5
23569,uDp,sv_P1
50048,iCmp,database
31756,UDP,web
49791,icMp,sv_P1
28513,ICmp,database
5933,IcMp,sv_P1
65213,uDp,monitoring
32095,udp,sv_P5
24010,tCp,sv_P5
22758,uDP,backup
12118,iCMP,web
36502,ICmp,backup
61035,iCmP,backup
21749,tCP,monitoring
39126,IcMp,sv_P2
65369,tCP,sv_P2
9301,udP,sv_P3
54528,TCP,monitoring
37432,ICmp,sv_P2
10664,uDP,sv_P3
65118,udP,sv_P2
258,iCmP,email
7974,udP,email
45807,icMP,email
61747,uDP,sv_P2
15661,udp,sv_P2
44771,tcP,sv_P5
59865,uDP,web
50982,Udp,sv_P1
29972,tcp,web
14097,udp,email
45016,IcMP,email
53038,IcMP,backup
52935,TCP,email
8971,icmP,sv_P4
5235,UdP,monitoring
38435,Icmp,email
7289,iCmp,sv_P1
48784,tCP,sv_P5
35303,IcMp,sv_P3
26091,Icmp,sv_P1
58008,IcMp,sv_P4
1487,tcP,sv_P1
25859,TCP,sv_P3
11876,ICMP,email
23233,ICmp,monitoring
55889,tcP,database
23848,IcmP,web
60490,uDp,sv_P5
54236,ICMp,monitoring
64353,tCp,web
8817,TCP,sv_P1
64366,icmP,sv_P4
36581,TCp,sv_P5
8614,UDp,sv_P4
28481,TCp,sv_P2
3397,ICMp,sv_P5
31733,icmP,sv_P3
62486,udP,sv_P4
19965,tCP,sv_P2
41998,Tcp,sv_P4
13439,udP,email
52526,TCP,web
51810,Udp,database
21160,ICMP,database
48048,Udp,backup
46907,Icmp,email
36738,uDp,sv_P2
57031,Icmp,sv_P4
26620,iCMp,sv_P4
39871,ICmP,web
64334,tCP,sv_P1
54782,TCp,monitoring
26329,UDP,web
28554,tcp,database
57030,uDP,database
62088,Tcp,email
6211,TCp,email
12320,uDP,sv_P3
55772,tcP,email
25213,iCMP,backup
37331,UDP,sv_P5
56039,ICmP,email
9459,tcP,sv_P5
11049,tcp,web
15672,UDP,email
41598,IcMp,database
21073,iCmp,sv_P3
26326,uDp,backup
21058,Udp,sv_P1
23460,tCp,email
50029,Tcp,email
26430,UDP,email
55436,IcmP,sv_P3
46587,TCp,web
21136,ICmP,web
16435,uDp,sv_P2
39096,UdP,sv_P3
3900,Tcp,email
36928,TCp,sv_P5
37751,UDp,email
36346,udP,database
38862,tCP,sv_P4
17396,TCp,sv_P2
51937,udp,web
63880,UDp,sv_P2
57886,uDp,monitoring
1945,TCp,sv_P3
43280,uDP,web
32951,Tcp,database
35243,TCp,sv_P5
27593,uDp,sv_P3
44513,TCP,backup
41294,iCmp,email
63602,tcP,sv_P4
49012,uDp,web
5596,udP,backup
42165,icmP,sv_P3
30575,Tcp,sv_P1
15319,udp,email
7725,IcMP,email
8298,UdP,sv_P3
21393,UdP,sv_P5
18446,TCP,backup
49478,IcMp,database
11204,Udp,database
4037,tCP,web
9859,iCMp,backup
9658,udp,sv_P1
30806,UdP,monitoring
28124,uDp,sv_P5
24644,udP,sv_P5
6297,TCp,sv_P1
48966,iCMP,sv_P1
31135,iCMP,sv_P1
60382,TcP,sv_P5
36242,UDP,database
42560,ICmP,sv_P5
59653,iCmP,email
18085,iCMP,web
4105,iCMp,web
42813,Tcp,sv_P5
57848,UDp,monitoring
9306,tCP,backup
59692,icmP,sv_P5
41219,IcmP,email
78,tCp,sv_P1
17647,TCp,sv_P2
39543,udP,sv_P3
48454,Tcp,backup
59290,tCp,web
21396,ICmP,email
5771,icmp,sv_P2
33600,uDp,sv_P4
63422,Tcp,sv_P2
482,Icmp,web
8002,UdP,sv_P3
19874,tcP,sv_P2
45346,UDP,sv_P1
41469,icmp,backup
15369,UdP,sv_P2
16369,udp,sv_P4
28814,TcP,email
49467,Udp,sv_P2
13388,TCP,sv_P2
19017,tCp,sv_P3
2663,iCmP,database
9270,uDp,web
34695,TCP,web
18750,tCP,web
61938,UdP,monitoring
40869,udP,web
59882,UDp,web
24971,udP,monitoring
48480,UDP,monitoring
7346,tCp,email
29767,Icmp,sv_P2
26652,Tcp,web
62617,icMP,web
24110,UdP,sv_P3
5942,udp,web
52861,TcP,email
11668,tcP,email
47293,Icmp,email
50192,UdP,sv_P4
33999,uDp,database
2723,IcMP,sv_P4
63816,ICMP,sv_P3
386,IcMP,web
30997,UdP,monitoring
30644,Udp,web
64801,ICmP,sv_P3
47262,UDp,email
46658,TCP,backup
56546,tcp,sv_P5
32388,iCMp,email
7119,tCp,backup
53794,icMP,sv_P4
6143,ICMP,email
17792,Icmp,sv_P5
63868,UDP,web
51065,udp,email
58889,tcp,sv_P1
9174,TCp,database
43379,icMP,sv_P5
52825,Icmp,sv_P1
23219,icMP,database
53523,TcP,database
58092,TcP,backup
15419,Icmp,email
13435,icmp,sv_P2
6864,uDp,database
63029,icmp,sv_P4
48265,ICMP,web
31699,ICmp,backup
40205,icMP,web
37251,UdP,web
20172,iCMP,sv_P4
14176,Tcp,sv_P1
3285,IcMP,database
25490,icmp,database
41806,icmp,web
13834,Icmp,backup
7673,Icmp,web
17041,tCp,sv_P3
18860,ICMp,sv_P4
7789,TcP,monitoring
43159,udp,sv_P1
6144,udP,sv_P3
21576,tCP,sv_P5
46244,uDp,sv_P5
16790,TCP,sv_P5
6072,uDP,database
56123,UDp,web
35355,UdP,sv_P2
51563,UdP,sv_P2
4630,UdP,sv_P1
23571,iCMp,monitoring
51843,UDp,sv_P5
13052,tCP,sv_P3
59479,IcMp,backup
37855,UDP,database
63490,UdP,sv_P5
41938,Udp,monitoring
43104,tcp,sv_P2
4560,IcmP,sv_P5
21212,ICMp,backup
49457,tcp,sv_P5
62283,udP,web
8620,UDp,sv_P3
51693,udp,email
45329,udp,backup
35988,ICMp,sv_P3
57434,TcP,sv_P5
23613,icMP,backup
38612,ICMP,sv_P5
14330,iCMP,sv_P5
18121,udp,backup
18307,UDP,database
49142,iCMp,email
48232,udp,backup
1576,icMp,sv_P4
61893,UDp,sv_P4
7969,Tcp,backup
9495,tcp,email
64099,UDP,sv_P5
13549,TCP,sv_P2
29165,IcmP,email
42480,UdP,sv_P3
20569,UDp,sv_P2
52177,IcmP,sv_P5
60086,tcp,sv_P5
51135,tcp,sv_P3
729,TcP,web
10601,Tcp,sv_P1
32728,iCMp,monitoring
64344,ICMp,sv_P1
64453,tCP,sv_P1
30811,TCp,database
51947,tCP,email
32503,tcp,sv_P3
1165,tcP,database
11798,udP,sv_P2
27253,TCp,sv_P5
25742,tcp,sv_P1
20438,UdP,sv_P2
21790,UDP,sv_P5
31148,UDp,web
51888,udp,monitoring
28176,udp,email
51789,icMp,web
597,tCP,sv_P2
63859,udp,database
8123,icmp,monitoring
15144,UdP,sv_P2
32441,TCp,sv_P4
3922,TcP,database
38788,TCp,sv_P1
62125,tcp,sv_P1
55652,UDP,sv_P4
58984,icmp,sv_P3
54738,IcMp,sv_P3
49028,IcmP,email
58103,udP,web
10684,ICmP,sv_P4
24858,iCmp,sv_P1
56160,UDp,web
8532,TCP,sv_P3
55213,iCmp,sv_P5
60445,Tcp,backup
21754,Tcp,web
29286,IcMp,sv_P3
20242,tCp,email
24233,tcP,sv_P4
18815,ICMP,monitoring
17651,icmP,sv_P5
16177,IcMP,email
32092,TCp,sv_P1
56567,uDP,sv_P4
62566,ICMP,database
23044,ICmp,sv_P4
26866,UDP,sv_P1
42633,Udp,sv_P3
33795,Tcp,monitoring
3014,UdP,sv_P3
32871,Tcp,sv_P5
41485,UDP,backup
20353,ICMp,sv_P5
61447,iCmP,web
19667,udp,database
3066,icmP,sv_P3
55821,icMp,web
13296,iCmp,backup
37024,iCmp,sv_P3
30042,TCP,sv_P2
28274,uDP,email
34512,udP,sv_P1
37381,tcP,web
53297,Udp,sv_P5
12872,tcP,sv_P1
26699,TCP,sv_P3
63949,ICmP,backup
10731,udp,sv_P3
33423,tcp,sv_P1
59359,TCP,sv_P4
8692,tCp,database
50864,tcp,sv_P2
40528,TCp,sv_P1
44703,icmP,web
58131,Icmp,sv_P1
55776,TcP,backup
41321,udP,sv_P5
25298,tCP,web
11452,icmP,sv_P1
46333,UDp,sv_P2
42608,tCp,sv_P5
25516,tcP,database
53199,udP,monitoring
10634,udp,sv_P1
1152,Udp,database
44055,IcMp,backup
21765,icMP,email
29944,IcMp,sv_P4
38595,TCP,backup
57298,tCP,email
61876,UDP,sv_P4
59088,icmp,sv_P2
11280,Tcp,email
42703,UdP,monitoring
36424,uDP,sv_P1
23315,Tcp,database
39586,IcMp,email
18427,tcp,email
25789,udp,monitoring
21669,UDP,sv_P3
43635,UDp,monitoring
22473,tCp,sv_P5
32292,TCp,sv_P3
24485,icmp,web
45455,ICmp,sv_P1
26817,icmp,backup
36920,icMp,sv_P4
8511,Tcp,sv_P5
55899,IcMp,sv_P2
38356,ICmp,sv_P4
35934,tCP,database
50160,udP,sv_P4
40266,icMP,email
3281,IcmP,sv_P5
55756,UDp,sv_P3
15621,TCP,monitoring
24151,Udp,sv_P1
22489,UDP,sv_P3
55668,tCP,sv_P3
54150,iCMP,sv_P1
37584,tcp,sv_P4
5392,TCp,email
63040,iCMP,email
64628,Udp,sv_P4
36432,icmP,sv_P1
49558,tcp,sv_P3
12289,iCMP,web
28714,IcMP,backup
36716,tCp,sv_P1
52686,TCP,web
62634,UdP,sv_P3
31740,IcMP,email
57402,tCp,sv_P3
929,ICmP,sv_P2
63863,tcp,monitoring
64307,tcp,database
10120,TCP,database
1625,ICMP,sv_P1
37917,UdP,email
26147,TcP,backup
14273,tcP,sv_P3
59119,Tcp,sv_P5
65053,tcP,sv_P5
60624,tCP,sv_P3
42725,tcp,sv_P5
59298,icmP,sv_P3
30099,tCp,sv_P3
30142,TcP,sv_P2
48415,icmp,sv_P3
46129,UDp,sv_P4
33789,uDP,monitoring
14823,TcP,sv_P1
63157,iCmP,web
27808,udp,email
44922,IcMp,email
11684,tCp,sv_P3
44331,tCp,sv_P4
44257,uDp,sv_P3
33574,uDp,sv_P1
34314,ICmp,sv_P5
300,TCP,backup
17815,TCp,monitoring
23049,tCp,sv_P4
25417,TCP,monitoring
34560,tcP,sv_P2
38491,Tcp,sv_P4
50162,icMp,monitoring
23593,UDP,email
19423,IcmP,web
48184,IcMp,sv_P4
18052,UdP,database
17668,uDp,sv_P1
51476,tcP,web
34151,ICmP,email
25871,TcP,monitoring
56826,tCP,database
64239,Udp,sv_P3
31765,tCP,sv_P1
65112,Udp,email
34100,udp,email
46347,ICMp,sv_P2
24705,ICmP,sv_P1
62524,IcMp,email
46634,icmP,sv_P5
61250,tcp,database
31555,icmP,sv_P3
62306,Tcp,sv_P1
31853,iCmp,database
1399,tCp,database
42786,ICmp,backup
45322,ICMP,email
9250,Udp,web
57653,UDP,sv_P1
42679,udP,web
64038,TCP,web
23100,Icmp,sv_P4
43416,tcp,sv_P4
63698,TCP,web
34206,TCP,sv_P1
59597,tCp,web
35304,Udp,database
5692,icmP,web
24774,icmP,backup
3965,TcP,sv_P4
19808,icMp,database
15208,TcP,sv_P2
15660,udP,sv_P2
48130,IcMP,sv_P2
52338,tCP,sv_P4
39771,udP,sv_P4
11969,uDP,sv_P2
880,ICmP,sv_P4
3461,udp,sv_P5
55610,TCp,backup
269,TCp,backup
15104,tcp,sv_P3
11360,Tcp,sv_P5
1129,IcMP,sv_P1
10787,TCp,monitoring
48388,icMP,sv_P3
47544,tCP,web
32638,tcP,sv_P4
12458,UdP,sv_P3
3496,udP,database
55423,icMP,database
8586,uDP,sv_P5
44494,tCP,sv_P3
19596,UDP,monitoring
64443,TCP,sv_P1
17947,TCP,database
53901,tCp,email
14323,TcP,sv_P4
7418,Tcp,sv_P2
28533,tcp,sv_P5
19656,UdP,sv_P3
21218,UDP,sv_P2
41104,tCp,web
47758,tcP,web
51979,udP,email
65211,TCP,sv_P5
34173,udp,sv_P3
43830,tcP,monitoring
62170,icmp,sv_P1
8763,iCmP,sv_P2
13137,UdP,backup
52167,UDp,monitoring
18603,icMp,sv_P5
49509,icMP,sv_P5
14285,tcp,web
23637,iCmP,monitoring
37916,uDP,email
46954,UDp,monitoring
38472,Udp,web
1304,iCMp,sv_P4
39457,icMP,monitoring
50848,udP,sv_P3
8094,tcP,database
33588,tCp,database
8746,icmp,monitoring
25434,icMp,sv_P1
61388,TCP,backup
19487,icMP,sv_P3
37534,Udp,sv_P2
45276,tcP,sv_P3
30885,TCP,database
64781,UDp,sv_P3
46618,icmP,sv_P1
37067,IcmP,sv_P1
15272,UdP,sv_P1
19532,UDp,sv_P3
36099,uDP,backup
43429,icMp,sv_P5
43234,TCp,sv_P4
53073,icmP,sv_P3
57605,TCp,sv_P4
63890,Tcp,monitoring
8687,uDP,sv_P4
16777,UdP,sv_P2
14127,udp,sv_P3
18961,Udp,database
13240,tcP,sv_P1
14098,tCP,database
14003,TcP,backup
6070,TcP,database
26804,uDp,sv_P2
17587,UDP,monitoring
4492,TcP,database
28656,TCp,monitoring
64483,uDp,sv_P1
18387,tcp,sv_P2
35045,TCp,sv_P4
48882,iCmP,sv_P1
16890,iCMP,monitoring
47681,UDP,sv_P2
60982,Tcp,sv_P1
21628,uDP,database
52813,icMp,sv_P5
38329,TCP,web
25074,udp,monitoring
26507,Tcp,email
29066,iCmp,sv_P5
60004,tCp,web
62069,UDP,sv_P2
58008,TcP,sv_P3
19859,icMp,backup
59300,tcP,email
6384,tCp,database
26050,IcMP,sv_P4
76,udP,email
50684,icMP,sv_P5
32333,icMP,database
58035,ICmp,sv_P5
33780,TcP,sv_P1
42366,tCP,email
46052,Tcp,sv_P2
17871,UdP,sv_P4
49399,iCMP,sv_P5
57281,icMP,sv_P1
37444,IcMp,web
15818,ICMp,backup
14923,tcp,email
46632,ICMp,monitoring
62270,uDp,sv_P5
31033,TcP,web
65200,IcMP,database
18085,tcP,email
8964,ICMp,sv_P4
35773,IcMp,sv_P1
10987,iCMp,email
38835,iCmP,sv_P1
24630,Icmp,sv_P3
6199,TCP,sv_P4
53497,UDP,email
38280,Tcp,sv_P1
30927,Udp,sv_P1
14429,icmP,backup
9965,UdP,sv_P4
64399,udp,backup
1970,TCP,database
5091,uDp,sv_P5
